00000001    0046B238    N/A N/A N/A
00000002    0014C320    N/A N/A N/A
00000003    00122A10    N/A N/A N/A
00000004    000B8EA4    0003    006A8FAF    AlpcGetHeaderSize
00000678    0012AF5C    0677    006B2741    RtlEndWeakEnumerationHashTable
00000679    000E16AC    0678    006B2760    RtlEnumerateEntryHashTable
0000067A    0011A814    0679    006B277B    RtlEnumerateGenericTable
0000067B    000D0C28    067A    006B2794    RtlEnumerateGenericTableAvl
0000067C    000D0C3C    067B    006B27B0    RtlEnumerateGenericTableLikeADirectory
0000067D    000DFBAC    067C    006B27D7    RtlEnumerateGenericTableWithoutSplaying
0000067E    000D0D4C    067D    006B27FF    RtlEnumerateGenericTableWithoutSplayingAvl
0000067F    00615210    067E    006B282A    RtlEqualLuid
00000680    000320BC    067F    006B2837    RtlEqualSid
00000681    000E3DC4    0680    006B2843    RtlEqualString
00000682    003A7B80    0681    006B2852    RtlEqualUnicodeString
00000683    00616A38    0682    006B2868    RtlEqualWnfChangeStamps
00000684    002126DC    0683    006B2880    RtlEthernetAddressToStringA
00000685    00212914    0684    006B289C    RtlEthernetAddressToStringW
00000686    00212B78    0685    006B28B8    RtlEthernetStringToAddressA
00000687    0021336C    0686    006B28D4    RtlEthernetStringToAddressW
00000688    0010B714    0687    006B28F0    RtlExpandHashTable
00000689    00211388    0688    006B2903    RtlExtractBitMap
0000068A    00155740    0689    006B2914    RtlFillMemory
0000068B    0008BA94    068A    006B2922    RtlFindAceByType
0000068C    00068D7C    068B    006B2933    RtlFindClearBits
0000068D    000A5D60    068C    006B2944    RtlFindClearBitsAndSet
0000068E    000D40F0    068D    006B295B    RtlFindClearRuns
0000068F    00212370    068E    006B296C    RtlFindClosestEncodableLength
00000690    000A0018    068F    006B298A    RtlFindFirstRunClear
00000691    000F3434    0690    006B299F    RtlFindLastBackwardRunClear
00000692    000F3880    0691    006B29BB    RtlFindLeastSignificantBit
00000693    0021178C    0692    006B29D6    RtlFindLongestRunClear
00000694    004B0CC8    0693    006B29ED    RtlFindMessage
00000695    000E169C    0694    006B29FC    RtlFindMostSignificantBit
00000696    000A13C4    0695    006B2A16    RtlFindNextForwardRunClear
00000697    004F33F8    0696    006B2A31    RtlFindRange
00000698    00068680    0697    006B2A3E    RtlFindSetBits
00000699    0013C4A4    0698    006B2A4D    RtlFindSetBitsAndClear
0000069A    00466FD8    0699    006B2A64    RtlFindUnicodePrefix
0000069B    0042BE40    069A    006B2A79    RtlFormatCurrentUserKeyPath
0000069C    00511028    069B    006B2A95    RtlFormatMessage
0000069D    0042C960    069C    006B2AA6    RtlFreeAnsiString
0000069E    000E58DC    069D    006B2AB8    RtlFreeHeap
0000069F    00496BB4    069E    006B2AC4    RtlFreeOemString
000006A0    004F16D4    069F    006B2AD5    RtlFreeRangeList
000006A1    003FCC94    06A0    006B2AE6    RtlFreeUnicodeString
000006A2    0044BFC4    06A1    006B2AFB    RtlGUIDFromString
000006A3    00475224    06A2    006B2B0D    RtlGenerate8dot3Name
000006A4    004E959C    06A3    006B2B22    RtlGenerateClass5Guid
000006A5    0009EB90    06A4    006B2B38    RtlGetAce
000006A6    00210B08    06A5    006B2B42    RtlGetAppContainerNamedObjectPath
000006A7    00615228    06A6    006B2B64    RtlGetAppContainerParent
000006A8    004A53DC    06A7    006B2B7D    RtlGetAppContainerSidType
000006A9    002122D8    06A8    006B2B97    RtlGetCallersAddress
000006AA    000FA8AC    06A9    006B2BAC    RtlGetCompressionWorkSpaceSize
000006AB    000B3E58    06AA    006B2BCB    RtlGetDaclSecurityDescriptor
000006AC    004B3C58    06AB    006B2BE8    RtlGetDefaultCodePage
000006AD    000F4528    06AC    006B2BFE    RtlGetElementGenericTable
000006AE    002125C4    06AD    006B2C18    RtlGetElementGenericTableAvl
000006AF    002134A0    06AE    006B2C35    RtlGetEnabledExtendedFeatures
000006B0    004F36CC    06AF    006B2C53    RtlGetFirstRange
000006B1    0040AFB0    06B0    006B2C64    RtlGetGroupSecurityDescriptor
000006B2    00402FB8    06B1    006B2C82    RtlGetIntegerAtom
000006B3    004F3728    06B2    006B2C94    RtlGetLastRange
000006B4    000E9CF8    06B3    006B2CA4    RtlGetNextEntryHashTable
000006B5    004F3610    06B4    006B2CBD    RtlGetNextRange
000006B6    00616010    06B5    006B2CCD    RtlGetNtGlobalFlags
000006B7    0040AEF4    06B6    006B2CE1    RtlGetOwnerSecurityDescriptor
000006B8    001384CC    06B7    006B2CFF    RtlGetProductInfo
000006B9    0040C8D8    06B8    006B2D11    RtlGetSaclSecurityDescriptor
000006BA    004DB800    06B9    006B2D2E    RtlGetSetBootStatusData
000006BB    000FB858    06BA    006B2D46    RtlGetThreadLangIdByIndex
000006BC    0043B4FC    06BB    006B2D60    RtlGetVersion
000006BD    0044934C    06BC    006B2D6E    RtlHashUnicodeString
000006BE    00616D40    06BD    006B2D83    RtlIdnToAscii
000006BF    0038DF68    06BE    006B2D91    RtlIdnToNameprepUnicode
000006C0    00616D60    06BF    006B2DA9    RtlIdnToUnicode
000006C1    000AD18C    06C0    006B2DB9    RtlImageDirectoryEntryToData
000006C2    000AD29C    06C1    006B2DD6    RtlImageNtHeader
000006C3    000AD42C    06C2    006B2DE7    RtlImageNtHeaderEx
000006C4    000A3974    06C3    006B2DFA    RtlInitAnsiString
000006C5    00131E1C    06C4    006B2E0C    RtlInitAnsiStringEx
000006C6    0050B7D8    06C5    006B2E20    RtlInitCodePageTable
000006C7    000F569C    06C6    006B2E35    RtlInitEnumerationHashTable
000006C8    000EDE90    06C7    006B2E51    RtlInitString
000006C9    00033064    06C8    006B2E5F    RtlInitUnicodeString
000006CA    000D13A4    06C9    006B2E74    RtlInitUnicodeStringEx
000006CB    0012AF64    06CA    006B2E8B    RtlInitWeakEnumerationHashTable
000006CC    0009FEE8    06CB    006B2EAB    RtlInitializeBitMap
000006CD    000FA34C    06CC    006B2EBF    RtlInitializeGenericTable
000006CE    000D16D8    06CD    006B2ED9    RtlInitializeGenericTableAvl
000006CF    004EF018    06CE    006B2EF6    RtlInitializeRangeList
000006D0    004815C8    06CF    006B2F0D    RtlInitializeSid
000006D1    0050F81C    06D0    006B2F1E    RtlInitializeUnicodePrefix
000006D2    000DFC50    06D1    006B2F39    RtlInsertElementGenericTable
000006D3    000D1730    06D2    006B2F56    RtlInsertElementGenericTableAvl
000006D4    000DFCB0    06D3    006B2F76    RtlInsertElementGenericTableFull
000006D5    000D1790    06D4    006B2F97    RtlInsertElementGenericTableFullAvl
000006D6    000E3AC0    06D5    006B2FBB    RtlInsertEntryHashTable
000006D7    00466EA0    06D6    006B2FD3    RtlInsertUnicodePrefix
000006D8    0042BD34    06D7    006B2FEA    RtlInt64ToUnicodeString
000006D9    0042D92C    06D8    006B3002    RtlIntegerToChar
000006DA    0042D794    06D9    006B3013    RtlIntegerToUnicode
000006DB    0042BDC0    06DA    006B3027    RtlIntegerToUnicodeString
000006DC    00211A2C    06DB    006B3041    RtlInterlockedClearBitRun
000006DD    00211AE0    06DC    006B305B    RtlInterlockedSetBitRun
000006DE    000D952C    06DD    006B3073    RtlInterlockedSetClearRun
000006DF    004F19A0    06DE    006B308D    RtlInvertRangeList
000006E0    004F27FC    06DF    006B30A0    RtlInvertRangeListEx
000006E1    00131BB8    06E0    006B30B5    RtlIoDecodeMemIoResource
000006E2    00138448    06E1    006B30CE    RtlIoEncodeMemIoResource
000006E3    00129698    06E2    006B30E7    RtlIpv4AddressToStringA
000006E4    00212740    06E3    006B30FF    RtlIpv4AddressToStringExA
000006E5    0021297C    06E4    006B3119    RtlIpv4AddressToStringExW
000006E6    00124884    06E5    006B3133    RtlIpv4AddressToStringW
000006E7    00212CB0    06E6    006B314B    RtlIpv4StringToAddressA
000006E8    00212F14    06E7    006B3163    RtlIpv4StringToAddressExA
000006E9    00139FA4    06E8    006B317D    RtlIpv4StringToAddressExW
000006EA    000F7E3C    06E9    006B3197    RtlIpv4StringToAddressW
000006EB    0012B478    06EA    006B31AF    RtlIpv6AddressToStringA
000006EC    002127F4    06EB    006B31C7    RtlIpv6AddressToStringExA
000006ED    00212A3C    06EC    006B31E1    RtlIpv6AddressToStringExW
000006EE    00123C34    06ED    006B31FB    RtlIpv6AddressToStringW
000006EF    00135DD0    06EE    006B3213    RtlIpv6StringToAddressA
000006F0    002130E8    06EF    006B322B    RtlIpv6StringToAddressExA
000006F1    0012B7C4    06F0    006B3245    RtlIpv6StringToAddressExW
000006F2    000F7708    06F1    006B325F    RtlIpv6StringToAddressW
000006F3    000E0278    06F2    006B3277    RtlIsGenericTableEmpty
000006F4    000D0D40    06F3    006B328E    RtlIsGenericTableEmptyAvl
000006F5    00616A40    06F4    006B32A8    RtlIsNameLegalDOS8Dot3
000006F6    00619300    06F5    006B32BF    RtlIsNormalizedString
000006F7    0013CC74    06F6    006B32D5    RtlIsNtDdiVersionAvailable
000006F8    004F334C    06F7    006B32F0    RtlIsRangeAvailable
000006F9    0061538C    06F8    006B3304    RtlIsSandboxedToken
000006FA    002134E4    06F9    006B3318    RtlIsServicePackVersionInstalled
000006FB    00210FB8    06FA    006B3339    RtlIsUntrustedObject
000006FC    00616C14    06FB    006B334E    RtlIsValidOemCharacter
000006FD    006169C4    06FC    006B3365    RtlLCIDToCultureName
000006FE    00441FA8    06FD    006B337A    RtlLengthRequiredSid
000006FF    003CCCA8    06FE    006B338F    RtlLengthSecurityDescriptor
00000700    000D00A8    06FF    006B33AB    RtlLengthSid
00000701    00613114    0700    006B33B8    RtlLoadString
00000702    00613508    0701    006B33C6    RtlLocalTimeToSystemTime
00000703    004DC378    0702    006B33DF    RtlLockBootStatusData
00000704    004048F0    0703    006B33F5    RtlLookupAtomInAtomTable
00000705    000DFE40    0704    006B340E    RtlLookupElementGenericTable
00000706    000D1248    0705    006B342B    RtlLookupElementGenericTableAvl
00000707    00212528    0706    006B344B    RtlLookupElementGenericTableFull
00000708    000D0DE4    0707    006B346C    RtlLookupElementGenericTableFullAvl
00000709    000DE240    0708    006B3490    RtlLookupEntryHashTable
0000070A    000FC8D4    0709    006B34A8    RtlLookupFirstMatchingElementGenericTableAvl
0000070B    0007844C    070A    006B34D5    RtlLookupFunctionEntry
0000070C    003C76D8    070B    006B34EC    RtlMapGenericMask
0000070D    000FBEF0    070C    006B34FE    RtlMapSecurityErrorToNtStatus
0000070E    00611ECC    070D    006B351C    RtlMergeRangeLists
0000070F    0015AA80    070E    006B352F    RtlMoveMemory
00000710    0042C09C    070F    006B353D    RtlMultiByteToUnicodeN
00000711    004A76E4    0710    006B3554    RtlMultiByteToUnicodeSize
00000712    004B7CA4    0711    006B356E    RtlNextUnicodePrefix
00000713    00619384    0712    006B3583    RtlNormalizeString
00000714    00471F20    0713    006B3596    RtlNtStatusToDosError
00000715    000EA018    0714    006B35AC    RtlNtStatusToDosErrorNoTeb
00000716    000F94D0    0715    006B35C7    RtlNumberGenericTableElements
00000717    000F0330    0716    006B35E5    RtlNumberGenericTableElementsAvl
00000718    000A1948    0717    006B3606    RtlNumberOfClearBits
00000719    00211BEC    0718    006B361B    RtlNumberOfClearBitsInRange
0000071A    000A1964    0719    006B3637    RtlNumberOfSetBits
0000071B    00211DA4    071A    006B364A    RtlNumberOfSetBitsInRange
0000071C    000EF9B8    071B    006B3664    RtlNumberOfSetBitsUlongPtr
0000071D    0061208C    071C    006B367F    RtlOemStringToCountedUnicodeString
0000071E    006123FC    071D    006B36A2    RtlOemStringToUnicodeSize
0000071F    0048CC60    071E    006B36BC    RtlOemStringToUnicodeString
00000720    0048CD44    071F    006B36D8    RtlOemToUnicodeN
00000721    004D5F20    0720    006B36E9    RtlOpenCurrentUser
00000722    000E83C0    0721    006B36FC    RtlOwnerAcesPresent
00000723    0013805C    0722    006B3710    RtlPcToFileHeader
00000724    0048B064    0723    006B3722    RtlPinAtomInAtomTable
00000725    00155750    0724    006B3738    RtlPrefetchMemoryNonTemporal
00000726    0046D1B0    0725    006B3755    RtlPrefixString
00000727    0044B128    0726    006B3765    RtlPrefixUnicodeString
00000728    00402904    0727    006B377C    RtlQueryAtomInAtomTable
00000729    00616018    0728    006B3794    RtlQueryDynamicTimeZoneInformation
0000072A    004DC94C    0729    006B37B7    RtlQueryElevationFlags
0000072B    003DA4A8    072A    006B37CE    RtlQueryInformationAcl
0000072C    004FD200    072B    006B37E5    RtlQueryModuleInformation
0000072D    000A551C    072C    006B37FF    RtlQueryPackageIdentity
0000072E    0048EFE4    072D    006B3817    RtlQueryRegistryValues
0000072F    00424BF4    072E    006B382E    RtlQueryRegistryValuesEx
00000730    00616024    072F    006B3847    RtlQueryTimeZoneInformation
00000731    002141B8    0730    006B3863    RtlQueryValidationRunlevel
00000732    0020FF98    0731    006B387E    RtlRaiseException
00000733    004377A8    0732    006B3890    RtlRandom
00000734    004377A8    0733    006B389A    RtlRandomEx
00000735    0002CBE8    0734    006B38A6    RtlRbInsertNodeEx
00000736    0002D1B8    0735    006B38B8    RtlRbRemoveNode
00000737    002124C4    0736    006B38C8    RtlRealPredecessor
00000738    000D0DA0    0737    006B38DB    RtlRealSuccessor
00000739    000E9E34    0738    006B38EC    RtlRemoveEntryHashTable
0000073A    00466DD8    0739    006B3904    RtlRemoveUnicodePrefix
0000073B    00615454    073A    006B391B    RtlReplaceSidInSd
0000073C    0061671C    073B    006B392D    RtlReserveChunk
0000073D    00155170    073C    006B393D    RtlRestoreContext
0000073E    003F89A4    073D    006B394F    RtlRunOnceBeginInitialize
0000073F    0050C9A8    073E    006B3969    RtlRunOnceComplete
00000740    003F88CC    073F    006B397C    RtlRunOnceExecuteOnce
00000741    005047A0    0740    006B3992    RtlRunOnceInitialize
00000742    0013B504    0741    006B39A7    RtlSecondsSince1970ToTime
00000743    0020F9F4    0742    006B39C1    RtlSecondsSince1980ToTime
00000744    0048A748    0743    006B39DB    RtlSelfRelativeToAbsoluteSD
00000745    00613D68    0744    006B39F7    RtlSelfRelativeToAbsoluteSD2
00000746    00122F8C    0745    006B3A14    RtlSetAllBits
00000747    000F57D4    0746    006B3A22    RtlSetBit
00000748    0006D8D0    0747    006B3A2C    RtlSetBits
00000749    004A9D7C    0748    006B3A37    RtlSetControlSecurityDescriptor
0000074A    003C6018    0749    006B3A57    RtlSetDaclSecurityDescriptor
0000074B    00616030    074A    006B3A74    RtlSetDynamicTimeZoneInformation
0000074C    004352CC    074B    006B3A95    RtlSetGroupSecurityDescriptor
0000074D    00435ED4    074C    006B3AB3    RtlSetOwnerSecurityDescriptor
0000074E    00212334    074D    006B3AD1    RtlSetPortableOperatingSystem
0000074F    003C1D58    074E    006B3AEF    RtlSetSaclSecurityDescriptor
00000750    0061603C    074F    006B3B0C    RtlSetTimeZoneInformation
00000751    000D0004    0750    006B3B26    RtlSidHashInitialize
00000752    0008C1FC    0751    006B3B3B    RtlSidHashLookup
00000753    002102C8    0752    006B3B4C    RtlSizeHeap
00000754    000DFEB0    0753    006B3B58    RtlSplay
00000755    0042BD2C    0754    006B3B61    RtlStringFromGUID
00000756    000D0B94    0755    006B3B73    RtlSubAuthorityCountSid
00000757    0008BB4C    0756    006B3B8B    RtlSubAuthoritySid
00000758    000E01CC    0757    006B3B9E    RtlSubtreePredecessor
00000759    00212508    0758    006B3BB4    RtlSubtreeSuccessor
0000075A    0050ED40    0759    006B3BC8    RtlSystemTimeToLocalTime
0000075B    0013A88C    075A    006B3BE1    RtlTestBit
0000075C    0010BC88    075B    006B3BEC    RtlTimeFieldsToTime
0000075D    00613568    075C    006B3C00    RtlTimeToElapsedTimeFields
0000075E    0020FA14    075D    006B3C1B    RtlTimeToSecondsSince1970
0000075F    0020FA50    075E    006B3C35    RtlTimeToSecondsSince1980
00000760    000F4844    075F    006B3C4F    RtlTimeToTimeFields
00000761    002142B4    0760    006B3C63    RtlTraceDatabaseAdd
00000762    0021430C    0761    006B3C77    RtlTraceDatabaseCreate
00000763    00214470    0762    006B3C8E    RtlTraceDatabaseDestroy
00000764    002144B4    0763    006B3CA6    RtlTraceDatabaseEnumerate
00000765    00214570    0764    006B3CC0    RtlTraceDatabaseFind
00000766    002145D0    0765    006B3CD5    RtlTraceDatabaseLock
00000767    002145D8    0766    006B3CEA    RtlTraceDatabaseUnlock
00000768    002145E0    0767    006B3D01    RtlTraceDatabaseValidate
00000769    0061963C    0768    006B3D1A    RtlUTF8ToUnicodeN
0000076A    00612420    0769    006B3D2C    RtlUnicodeStringToAnsiSize
0000076B    0042CB10    076A    006B3D47    RtlUnicodeStringToAnsiString
0000076C    004805AC    076B    006B3D64    RtlUnicodeStringToCountedOemString
0000076D    0046D9BC    076C    006B3D87    RtlUnicodeStringToInteger
0000076E    00612420    076D    006B3DA1    RtlUnicodeStringToOemSize
0000076F    00480410    076E    006B3DBB    RtlUnicodeStringToOemString
00000770    006126F8    076F    006B3DD7    RtlUnicodeToCustomCPN
00000771    0042CBDC    0770    006B3DED    RtlUnicodeToMultiByteN
00000772    0048C850    0771    006B3E04    RtlUnicodeToMultiByteSize
00000773    004806F4    0772    006B3E1E    RtlUnicodeToOemN
00000774    00510BD8    0773    006B3E2F    RtlUnicodeToUTF8N
00000775    004DC5F4    0774    006B3E41    RtlUnlockBootStatusData
00000776    00213E0C    0775    006B3E59    RtlUnwind
00000777    00078794    0776    006B3E63    RtlUnwindEx
00000778    003B2A38    0777    006B3E6F    RtlUpcaseUnicodeChar
00000779    003F23E4    0778    006B3E84    RtlUpcaseUnicodeString
0000077A    006121AC    0779    006B3E9B    RtlUpcaseUnicodeStringToAnsiString
0000077B    006122BC    077A    006B3EBE    RtlUpcaseUnicodeStringToCountedOemString
0000077C    004804C8    077B    006B3EE7    RtlUpcaseUnicodeStringToOemString
0000077D    00612914    077C    006B3F09    RtlUpcaseUnicodeToCustomCPN
0000077E    00470874    077D    006B3F25    RtlUpcaseUnicodeToMultiByteN
0000077F    004808B0    077E    006B3F42    RtlUpcaseUnicodeToOemN
00000780    0046D2A4    077F    006B3F59    RtlUpperChar
00000781    0046D250    0780    006B3F66    RtlUpperString
00000782    0040C3E8    0781    006B3F75    RtlValidRelativeSecurityDescriptor
00000783    003C8C74    0782    006B3F98    RtlValidSecurityDescriptor
00000784    003CCD8C    0783    006B3FB3    RtlValidSid
00000785    000B8B58    0784    006B3FBF    RtlValidateUnicodeString
00000786    001114A0    0785    006B3FD8    RtlVerifyVersionInfo
00000787    0007B850    0786    006B3FED    RtlVirtualUnwind
00000788    003945C0    0787    006B3FFE    RtlVolumeDeviceToDosName
00000789    0007802C    0788    006B4017    RtlWalkFrameChain
0000078A    0012A2B8    0789    006B4029    RtlWeaklyEnumerateEntryHashTable
0000078B    00427970    078A    006B404A    RtlWriteRegistryValue
0000078C    00614C98    078B    006B4060    RtlZeroHeap
0000078D    00155770    078C    006B406C    RtlZeroMemory
0000078E    006123FC    078D    006B407A    RtlxAnsiStringToUnicodeSize
0000078F    006123FC    078E    006B4096    RtlxOemStringToUnicodeSize
00000790    00612420    078F    006B40B1    RtlxUnicodeStringToAnsiSize
00000791    00612420    0790    006B40CD    RtlxUnicodeStringToOemSize
00000792    0008C454    0791    006B40E8    SeAccessCheck
00000793    00132174    0792    006B40F6    SeAccessCheckEx
00000794    00219940    0793    006B4106    SeAccessCheckFromState
00000795    0008C3C4    0794    006B411D    SeAccessCheckFromStateEx
00000796    0008C4C0    0795    006B4136    SeAccessCheckWithHint
00000797    00475B18    0796    006B414C    SeAdjustAccessStateForTrustLabel
00000798    00464CE4    0797    006B416D    SeAppendPrivileges
00000799    003C9D60    0798    006B4180    SeAssignSecurity
0000079A    004869E4    0799    006B4191    SeAssignSecurityEx
0000079B    0061BB8C    079A    006B41A4    SeAuditHardLinkCreation
0000079C    0061BB94    079B    006B41BC    SeAuditHardLinkCreationWithTransaction
0000079D    0061C5F4    079C    006B41E3    SeAuditTransactionStateChange
0000079E    0061E2F8    079D    006B4201    SeAuditingAnyFileEventsWithContext
0000079F    0009EA74    079E    006B4224    SeAuditingAnyFileEventsWithContextEx
000007A0    0061E300    079F    006B4249    SeAuditingFileEvents
000007A1    0061E338    07A0    006B425E    SeAuditingFileEventsWithContext
000007A2    00219F30    07A1    006B427E    SeAuditingFileEventsWithContextEx
000007A3    0061E340    07A2    006B42A0    SeAuditingFileOrGlobalEvents
000007A4    0061E428    07A3    006B42BD    SeAuditingHardLinkEvents
000007A5    004C5858    07A4    006B42D6    SeAuditingHardLinkEventsWithContext
000007A6    00409AEC    07A5    006B42FA    SeAuditingWithTokenForSubcategory
000007A7    003CCFB0    07A6    006B431C    SeCaptureSecurityDescriptor
000007A8    003988EC    07A7    006B4338    SeCaptureSubjectContext
000007A9    00398550    07A8    006B4350    SeCaptureSubjectContextEx
000007AA    0061F568    07A9    006B436A    SeCloseObjectAuditAlarm
000007AB    0061F5B8    07AA    006B4382    SeCloseObjectAuditAlarmForNonObObject
000007AC    000F9994    07AB    006B43A8    SeComputeAutoInheritByObjectType
000007AD    00398494    07AC    006B43C9    SeCreateAccessState
000007AE    00398504    07AD    006B43DD    SeCreateAccessStateEx
000007AF    003D66D4    07AE    006B43F3    SeCreateClientSecurity
000007B0    00466184    07AF    006B440A    SeCreateClientSecurityEx
000007B1    004927A8    07B0    006B4423    SeCreateClientSecurityFromSubjectContext
000007B2    0021A160    07B1    006B444C    SeCreateClientSecurityFromSubjectContextEx
000007B3    00485210    07B2    006B4477    SeDeassignSecurity
000007B4    003D804C    07B3    006B448A    SeDeleteAccessState
000007B5    0061F5D4    07B4    006B449E    SeDeleteObjectAuditAlarm
000007B6    0061F5DC    07B5    006B44B7    SeDeleteObjectAuditAlarmWithTransaction
000007B7    0061F63C    07B6    006B44DF    SeExamineSacl
000007B8    006B7128    07B7    006B44ED    SeExports
000007B9    0061AAA4    07B8    006B44F7    SeFilterToken
000007BA    000DD2EC    07B9    006B4505    SeFreePrivileges
000007BB    0061A2EC    07BA    006B4516    SeGetCachedSigningLevel
000007BC    00620238    07BB    006B452E    SeGetLinkedToken
000007BD    0062033C    07BC    006B453F    SeGetLogonSessionToken
000007BE    0061FEB0    07BD    006B4556    SeImpersonateClient
000007BF    0047CFB0    07BE    006B456A    SeImpersonateClientEx
000007C0    0061B03C    07BF    006B4580    SeIsParentOfChildAppContainer
000007C1    0061C83C    07C0    006B459E    SeLocateProcessImageName
000007C2    003DA010    07C1    006B45B7    SeLockSubjectContext
000007C3    004922F4    07C2    006B45CC    SeMarkLogonSessionForTerminationNotification
000007C4    0046458C    07C3    006B45F9    SeOpenObjectAuditAlarm
000007C5    0050C424    07C4    006B4610    SeOpenObjectAuditAlarmForNonObObject
000007C6    004645F0    07C5    006B4635    SeOpenObjectAuditAlarmWithTransaction
000007C7    0061F9B8    07C6    006B465B    SeOpenObjectForDeleteAuditAlarm
000007C8    0061FA10    07C7    006B467B    SeOpenObjectForDeleteAuditAlarmWithTransaction
000007C9    0039ABFC    07C8    006B46AA    SePrivilegeCheck
000007CA    003DA0E4    07C9    006B46BB    SePrivilegeObjectAuditAlarm
000007CB    006B7390    07CA    006B46D7    SePublicDefaultDacl
000007CC    00455C74    07CB    006B46EB    SeQueryAuthenticationIdToken
000007CD    003A0684    07CC    006B4708    SeQueryInformationToken
000007CE    006217C8    07CD    006B4720    SeQuerySecureBootPolicyValue
000007CF    003F4178    07CE    006B473D    SeQuerySecurityAttributesToken
000007D0    003DB24C    07CF    006B475C    SeQuerySecurityDescriptorInfo
000007D1    00445A40    07D0    006B477A    SeQuerySessionIdToken
000007D2    00513844    07D1    006B4790    SeRegisterImageVerificationCallback
000007D3    0050C8A0    07D2    006B47B4    SeRegisterLogonSessionTerminatedRoutine
000007D4    003CDC90    07D3    006B47DC    SeReleaseSecurityDescriptor
000007D5    003A063C    07D4    006B47F8    SeReleaseSubjectContext
000007D6    00219E44    07D5    006B4810    SeReportSecurityEvent
000007D7    000B0A9C    07D6    006B4826    SeReportSecurityEventWithSubCategory
000007D8    003F78CC    07D7    006B484B    SeSecurityAttributePresent
000007D9    0061B2F8    07D8    006B4866    SeSetAccessStateGenericMapping
000007DA    000EF828    07D9    006B4885    SeSetAuditParameter
000007DB    0061B044    07DA    006B4899    SeSetSecurityAttributesToken
000007DC    003DA7DC    07DB    006B48B6    SeSetSecurityDescriptorInfo
000007DD    00621E78    07DC    006B48D2    SeSetSecurityDescriptorInfoEx
000007DE    003CCF4C    07DD    006B48F0    SeShouldCheckForAccessRightsFromParent
000007DF    00398A4C    07DE    006B4917    SeSinglePrivilegeCheck
000007E0    00219BE8    07DF    006B492E    SeSrpAccessCheck
000007E1    006B73A0    07E0    006B493F    SeSystemDefaultDacl
000007E2    006B77A8    07E1    006B4953    SeSystemDefaultSd
000007E3    000CF97C    07E2    006B4965    SeTokenFromAccessInformation
000007E4    004FAC6C    07E3    006B4982    SeTokenImpersonationLevel
000007E5    00425CDC    07E4    006B499C    SeTokenIsAdmin
000007E6    000B78EC    07E5    006B49AB    SeTokenIsRestricted
000007E7    000F801C    07E6    006B49BF    SeTokenIsWriteRestricted
000007E8    006B70F8    07E7    006B49D8    SeTokenObjectType
000007E9    004899B8    07E8    006B49EA    SeTokenType
000007EA    003D9F64    07E9    006B49F6    SeUnlockSubjectContext
000007EB    0061A320    07EA    006B4A0D    SeUnregisterImageVerificationCallback
000007EC    006210A8    07EB    006B4A33    SeUnregisterLogonSessionTerminatedRoutine
000007ED    0042B180    07EC    006B4A5D    SeValidSecurityDescriptor
000007EE    00023C24    07ED    006B4A77    TmCancelPropagationRequest
000007EF    00023C2C    07EE    006B4A92    TmCommitComplete
000007F0    00023C34    07EF    006B4AA3    TmCommitEnlistment
000007F1    00023C3C    07F0    006B4AB6    TmCommitTransaction
000007F2    00023C44    07F1    006B4ACA    TmCreateEnlistment
000007F3    00023C4C    07F2    006B4ADD    TmCurrentTransaction
000007F4    00023C54    07F3    006B4AF2    TmDereferenceEnlistmentKey
000007F5    00023C5C    07F4    006B4B0D    TmEnableCallbacks
000007F6    00023C64    07F5    006B4B1F    TmEndPropagationRequest
000007F7    002E2D80    07F6    006B4B37    TmEnlistmentObjectType
000007F8    00023C6C    07F7    006B4B4E    TmFreezeTransactions
000007F9    00023C74    07F8    006B4B63    TmGetTransactionId
000007FA    00023AFC    07F9    006B4B76    TmInitSystem
000007FB    00023B04    07FA    006B4B83    TmInitSystemPhase2
000007FC    00023C7C    07FB    006B4B96    TmInitializeTransactionManager
000007FD    00023C84    07FC    006B4BB5    TmIsKTMCommitCoordinator
000007FE    00023C8C    07FD    006B4BCE    TmIsTransactionActive
000007FF    00023C94    07FE    006B4BE4    TmPrePrepareComplete
00000800    00023C9C    07FF    006B4BF9    TmPrePrepareEnlistment
00000801    00023CA4    0800    006B4C10    TmPrepareComplete
00000802    00023CAC    0801    006B4C22    TmPrepareEnlistment
00000803    00023CB4    0802    006B4C36    TmPropagationComplete
00000804    00023CBC    0803    006B4C4C    TmPropagationFailed
00000805    00023CC4    0804    006B4C60    TmReadOnlyEnlistment
00000806    00023CCC    0805    006B4C75    TmRecoverEnlistment
00000807    00023CD4    0806    006B4C89    TmRecoverResourceManager
00000808    00023CDC    0807    006B4CA2    TmRecoverTransactionManager
00000809    00023CE4    0808    006B4CBE    TmReferenceEnlistmentKey
0000080A    00023CEC    0809    006B4CD7    TmRenameTransactionManager
0000080B    00023CF4    080A    006B4CF2    TmRequestOutcomeEnlistment
0000080C    002E2D88    080B    006B4D0D    TmResourceManagerObjectType
0000080D    00023CFC    080C    006B4D29    TmRollbackComplete
0000080E    00023D04    080D    006B4D3C    TmRollbackEnlistment
0000080F    00023D0C    080E    006B4D51    TmRollbackTransaction
00000810    00023D14    080F    006B4D67    TmSetCurrentTransaction
00000811    00023D1C    0810    006B4D7F    TmSinglePhaseReject
00000812    00023D24    0811    006B4D93    TmThawTransactions
